title,company,role,city,work_mode,experience,exp_min,exp_max,exp_avg,salary,description,skills,url,combined_text,extracted_skills,skill_count,skills_list,extracted_skills_str
Data Scientist,Mckinsey & Company,Data Scientist,Gurugram,Hybrid,2-5 Yrs,2,5,3.5,Not disclosed,"Your ImpactCollaborating in a dynamic, multi-disciplinary team of 3-6 experts, you will...","machine learning operations, python, predictive modeling, data science, devops ci cd, devops, natural language processing, machine learning",https://www.naukri.com/job-listings-data-scientist-mckinsey-company-gurugram-bengaluru-2-to-5-years-090226029210,"Your ImpactCollaborating in a dynamic, multi-disciplinary team of 3-6 experts, you will... machine learning operations, python, predictive modeling, data science, devops ci cd, devops, natural language processing, machine learning",[],8,"['machine learning operations', 'python', 'predictive modeling', 'data science', 'devops ci cd', 'devops', 'natural language processing', 'machine learning']","machine learning operations, python, predictive modeling, data science, devops ci cd, devops, natural language processing, machine learning"
Data Scientist,HCLTech,Data Scientist,Bengaluru,Hybrid,5-10 Yrs,5,10,7.5,16-22.5 Lacs PA,"Required Skills  experience with TensorFlow, PyTorch, Scikit-learnExperience with GenAI...","data science, artificial intelligence, machine learning, data, science, machine, intelligence",https://www.naukri.com/job-listings-data-scientist-hcltech-bengaluru-5-to-10-years-120226029853,"Required Skills  experience with TensorFlow, PyTorch, Scikit-learnExperience with GenAI... data science, artificial intelligence, machine learning, data, science, machine, intelligence",[],7,"['data science', 'artificial intelligence', 'machine learning', 'data', 'science', 'machine', 'intelligence']","data science, artificial intelligence, machine learning, data, science, machine, intelligence"
Data Scientist,Natwest Digitalx,Data Scientist,Bengaluru,On-site,3-6 Yrs,3,6,4.5,Not disclosed,Youll have experience with statistical modelling and machine learning techniques. . Wel...,"data scientist, valuation, data analysis, data science, prototyping, scrum, software engineering, agile",https://www.naukri.com/job-listings-data-scientist-natwest-digital-services-india-pvt-ltd-bengaluru-3-to-6-years-200226924413,"Youll have experience with statistical modelling and machine learning techniques. . Wel... data scientist, valuation, data analysis, data science, prototyping, scrum, software engineering, agile",[],8,"['data scientist', 'valuation', 'data analysis', 'data science', 'prototyping', 'scrum', 'software engineering', 'agile']","data scientist, valuation, data analysis, data science, prototyping, scrum, software engineering, agile"
Data Scientist,HCLTech,Data Scientist,Hyderabad,Hybrid,5-10 Yrs,5,10,7.5,17-25 Lacs PA,"Experience with AI evaluation, testing, and monitoring. Nice to Have Required Skills & ...","data science, artificial intelligence, machine learning, intelligence, data, science, machine",https://www.naukri.com/job-listings-data-scientist-hcltech-hyderabad-chennai-bengaluru-5-to-10-years-120226029579,"Experience with AI evaluation, testing, and monitoring. Nice to Have Required Skills & ... data science, artificial intelligence, machine learning, intelligence, data, science, machine",[],7,"['data science', 'artificial intelligence', 'machine learning', 'intelligence', 'data', 'science', 'machine']","data science, artificial intelligence, machine learning, intelligence, data, science, machine"
Data Scientist,Capgemini,Data Scientist,Bengaluru,On-site,4-7 Yrs,4,7,5.5,Not disclosed,"Required . Experience with LLM / VLM frameworks (e.g., Transformers, CLIP, BLIP). Has m...","data scientist, python, transformers, software development, software design, llm, research, computer vision",https://www.naukri.com/job-listings-data-scientist-capgemini-technology-services-india-limited-bengaluru-4-to-7-years-170226919502,"Required . Experience with LLM / VLM frameworks (e.g., Transformers, CLIP, BLIP). Has m... data scientist, python, transformers, software development, software design, llm, research, computer vision",[],8,"['data scientist', 'python', 'transformers', 'software development', 'software design', 'llm', 'research', 'computer vision']","data scientist, python, transformers, software development, software design, llm, research, computer vision"
Data Scientist,Wipro,Data Scientist,Hyderabad,Hybrid,6-11 Yrs,6,11,8.5,Not disclosed,What youll doThe ideal candidate will be responsible for analyzing large datasets to e...,"market mix modelling, propensity modeling, sql, gcp, marketing mix, python, marketing, data",https://www.naukri.com/job-listings-data-scientist-wipro-hyderabad-chennai-bengaluru-6-to-11-years-180226038981,"What youll doThe ideal candidate will be responsible for analyzing large datasets to e... market mix modelling, propensity modeling, sql, gcp, marketing mix, python, marketing, data",[],8,"['market mix modelling', 'propensity modeling', 'sql', 'gcp', 'marketing mix', 'python', 'marketing', 'data']","market mix modelling, propensity modeling, sql, gcp, marketing mix, python, marketing, data"
Data Scientist,Tata Consultancy Services,Data Scientist,Chennai,On-site,4-9 Yrs,4,9,6.5,Not disclosed,Experience Required: 49 Years . Job Type: Full Time Required Skills  Strong experience ...,"data science, artificial intelligence, machine learning, data, science, machine, intelligence",https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-chennai-bengaluru-4-to-9-years-150226003445,"Experience Required: 49 Years . Job Type: Full Time Required Skills  Strong experience ... data science, artificial intelligence, machine learning, data, science, machine, intelligence",[],7,"['data science', 'artificial intelligence', 'machine learning', 'data', 'science', 'machine', 'intelligence']","data science, artificial intelligence, machine learning, data, science, machine, intelligence"
Data Scientist,Razorthink,Data Scientist,Mumbai,On-site,3-5 Yrs,3,5,4.0,Not disclosed,"Required Skills and Qualifications: Bachelors / Masters / PhD in Computer Science, Stat...","data science, python, r, data scientist, data mining, pandas, scikit-learn, statistical analysis",https://www.naukri.com/job-listings-data-scientist-razorthink-mumbai-delhi-ncr-bengaluru-3-to-5-years-200226921579,"Required Skills and Qualifications: Bachelors / Masters / PhD in Computer Science, Stat... data science, python, r, data scientist, data mining, pandas, scikit-learn, statistical analysis",[],7,"['data science', 'python', 'data scientist', 'data mining', 'pandas', 'scikit-learn', 'statistical analysis']","data science, python, data scientist, data mining, pandas, scikit-learn, statistical analysis"
Data Scientist - Hyderabad/Bangalore,Tata Consultancy Services,Data Scientist,Hyderabad,On-site,6-8 Yrs,6,8,7.0,Not disclosed,Hands on experience in designing and implementing prompts for conversational AI or virt...,"data science, ml, artificial intelligence, machine learning, machine, data, science, intelligence",https://www.naukri.com/job-listings-data-scientist-hyderabad-bangalore-tata-consultancy-services-hyderabad-bengaluru-6-to-8-years-160226014871,"Hands on experience in designing and implementing prompts for conversational AI or virt... data science, ml, artificial intelligence, machine learning, machine, data, science, intelligence",[],8,"['data science', 'ml', 'artificial intelligence', 'machine learning', 'machine', 'data', 'science', 'intelligence']","data science, ml, artificial intelligence, machine learning, machine, data, science, intelligence"
Data Scientist-Artificial Intelligence,IBM,Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"As a Data Scientist with expertise in Artificial Intelligence, you will skillfully com...","data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-10-years-180226932070,"As a Data Scientist with expertise in Artificial Intelligence, you will skillfully com... data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap",[],8,"['data scientist', 'kubernetes', 'python', 'github', 'natural language processing', 'ai', 'react', 'bootstrap']","data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap"
Data Scientist-Artificial Intelligence,IBM,Data Scientist,Bengaluru,On-site,5-8 Yrs,5,8,6.5,Not disclosed,Required education . Bachelors Degree Required technical and professional expertise Pre...,"data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-5-to-8-years-190226930549,"Required education . Bachelors Degree Required technical and professional expertise Pre... data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap",[],8,"['data scientist', 'kubernetes', 'python', 'github', 'natural language processing', 'ai', 'react', 'bootstrap']","data scientist, kubernetes, python, github, natural language processing, ai, react, bootstrap"
Data Scientist/Machine Learning,Infosys,Data Scientist,Bengaluru,On-site,5-10 Yrs,5,10,7.5,Not disclosed,"Bachelor of Engineering, BSc, BBA, MCA, MSc The incumbent should have strong aptitude f...","data scientist, data analytics, supply chain, mathematics, logistics, machine learning, retail, sql",https://www.naukri.com/job-listings-data-scientist-machine-learning-infosys-limited-bengaluru-5-to-10-years-160226920694,"Bachelor of Engineering, BSc, BBA, MCA, MSc The incumbent should have strong aptitude f... data scientist, data analytics, supply chain, mathematics, logistics, machine learning, retail, sql",[],8,"['data scientist', 'data analytics', 'supply chain', 'mathematics', 'logistics', 'machine learning', 'retail', 'sql']","data scientist, data analytics, supply chain, mathematics, logistics, machine learning, retail, sql"
Data Scientist,Mahindra & Mahindra Limited.,Data Scientist,Bengaluru,On-site,2-5 Yrs,2,5,3.5,Not disclosed,"Education: Bachelors or Masters degree in Computer Science, Data Science, Mathematics, ...","computer science, computer vision, data analysis, gcp, machine learning, deployment, natural language processing, forecasting",https://www.naukri.com/job-listings-data-scientist-mahindra-mahindra-limited-bengaluru-2-to-5-years-160226501452,"Education: Bachelors or Masters degree in Computer Science, Data Science, Mathematics, ... computer science, computer vision, data analysis, gcp, machine learning, deployment, natural language processing, forecasting",[],8,"['computer science', 'computer vision', 'data analysis', 'gcp', 'machine learning', 'deployment', 'natural language processing', 'forecasting']","computer science, computer vision, data analysis, gcp, machine learning, deployment, natural language processing, forecasting"
